,super_opeid,name_x,type_x,tier_x,iclevel_x,region_x,barrons,exp_instr_pc_2013,hbcu,ipeds_enrollment_2013,sticker_price_2013,public,grad_rate_150_p_2013,avgfacsal_2013,sat_avg_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,endowment_pc_2000,exp_instr_2012,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,k_median_nozero_adjusted,staircase_score,upward_mobility_score,downward_mobility_score,shoots_and_ladders,sticker_price_preds,tech_school,social_eliteness_score,UMS_prediction,rejection_rate_preds,LinReg_Predict_UM_Score,upward_mobility_bucket,um_bucket_level,um_bucket_pred_class,LogReg_Predicted_Class,um_bucket_pred_proba_class1,um_bucket_pred_proba_class2,um_bucket_pred_proba_class3,um_bucket_pred_proba_class4,um_bucket_pred_proba_class5,um_bucket_pred_class_knn,KNN_Predicted_Class,um_bucket_pred_proba_knn_class1,um_bucket_pred_proba_knn_class2,um_bucket_pred_proba_knn_class3,um_bucket_pred_proba_knn_class4,um_bucket_pred_proba_knn_class5,RF_Regressor_Predicted_UM_Score,Predicted_RF_Class,RF_Pred_Class1,RF_Pred_Class2,RF_Pred_Class3,RF_Pred_Class4,RF_Pred_Class5,RF_Regressor_Predicted,bang4buck
1169,1393,Mitchell College,2,6,1,1,4,5194.5142,0,866,30012.0,0,0.403041825,7468.0,,22869.0,0.42340001,,4591912,0.011272141999999999,0.11272141,0.040257648,6.5088758,20.118343,2.9585798,42.011833,2.9585798,5.9171596,19.526626999999998,0.0,25465.83850931677,-0.389471621,0.6124114620833334,-0.6170446095833333,-0.004633147499999879,30012.0,0,0.99265174,0.8217294279262574,0.42340001,1.0098059724762938,Below Average,2,3,3,0.0017362205651074252,0.17380915518702975,0.6724899446396969,0.14208552111774536,0.00987915849042046,3,3,0.0,0.12,0.4,0.4,0.08,0.7009189175448333,2,0.01,0.6888888888888889,0.20777777777777778,0.0811111111111111,0.012222222222222223,0.7019551096251216,0.2040555318150518
1170,2947,Mitchell Community College,1,9,2,3,999,3680.1394,0,3514,2404.0,1,0.1875,5187.0,,8839.0,,1555.4323,12605459,0.015300547,0.16830601,0.021857922999999998,0.0,20.392157,25.09804,16.470589,17.647057999999998,12.156863000000001,0.0,8.2352943,30531.914893617024,-0.195144633,0.36470967541666666,-0.61279104975,-0.24808137433333333,2404.0,0,0.5056837535,0.8217294279262574,0.31122743712541917,0.5064518466072758,Worst,1,2,2,0.36586090078305744,0.48199223337798264,0.15083159672385418,0.001084880022399517,0.00023038909270619367,1,1,0.6,0.4,0.0,0.0,0.0,0.4134118539257438,1,0.8111111111111111,0.17888888888888888,0.01,0.0,0.0,0.4151189672300459,1.517095155643372
1171,8284,Mitchell Technical Institute,1,9,2,2,999,6458.71,0,1203,5072.0,1,0.643051771,4859.0,,8808.0,,,5591349,0.003314917,0.0,0.001104972,0.0,8.510638199999999,8.8145895,0.0,0.0,13.37386,10.334347,58.966564,43045.68527918782,0.336007417,0.96172629,-0.34485347745833334,0.6168728125416667,5072.0,1,0.446375485,0.8217294279262574,0.3175708532050004,0.6549259218116681,Medium,3,2,2,0.30076441130065346,0.5176413708446592,0.10778938550988651,0.051985213054225946,0.02181961929057487,2,2,0.4,0.44,0.16,0.0,0.0,0.8987315983752794,3,0.18888888888888888,0.2822222222222222,0.5,0.028888888888888888,0.0,0.8870407233694425,1.8961480481072555
1172,2491,Moberly Area Community College,1,9,2,2,999,1743.9105,0,5710,4170.0,1,0.188295165,4907.0,,7233.0,,216.56602,9737462,0.005445881999999999,0.040844113,0.009870661,0.0,13.793103,14.827585999999998,45.172413,19.655172,4.4827585,0.0,2.0689653999999997,33220.72072072072,0.015323460000000011,0.4976377847500001,-0.5724675116666667,-0.07482972691666656,4170.0,0,0.413168616,0.8217294279262574,0.31150613783500164,0.440814939575874,Worst,1,2,2,0.22755136247112653,0.5780615265028165,0.19387212082614802,0.0004883626454894958,2.6627554419434852e-05,2,2,0.16,0.72,0.12,0.0,0.0,0.5092173019289958,1,0.7866666666666666,0.20333333333333334,0.01,0.0,0.0,0.5086838489241666,1.193375982613909
1173,11864,Mohave Community College,1,9,2,4,999,2088.8804,0,5227,2610.0,1,0.181102362,6105.0,,11125.0,,,10961242,0.015808262,0.004759477,0.11116777,2.9585798,18.639053,44.378696000000005,12.721893,2.95858,14.497042,1.183432,2.6627218999999998,27840.3275332651,0.052924404999999994,0.46063089,-0.7466845108333332,-0.2860536208333332,2610.0,0,0.33613677649999996,0.8217294279262574,0.3320504853477096,0.5056001451173993,Worst,1,2,2,0.33652287760959076,0.5770517789695344,0.08473035825995258,0.0014708522594763063,0.00022413290144596764,2,2,0.32,0.68,0.0,0.0,0.0,0.49682712159227455,1,0.7388888888888889,0.21555555555555556,0.04555555555555556,0.0,0.0,0.49672856986593583,1.7648693103448276
1174,2871,Mohawk Valley Community College - SUNY Office Of Community Colleg,1,9,2,1,999,2940.698,0,7433,4415.0,1,0.210591133,5330.0,,5214.0,,,21886631,0.011979576,0.051649645,0.019835036,11.220716,12.45376,13.070284,33.292233,13.81011,9.864365600000001,0.86313194,5.425400700000001,24023.58142962417,0.06863050999999998,0.57901236375,-0.5230059175,0.05600644624999995,4415.0,0,0.45542418949999997,0.8217294279262574,0.24951066002541772,0.49525907396585556,Below Average,2,2,2,0.1385258524399538,0.6091399476989138,0.25142113618015505,0.0008443242880182002,6.873939295919204e-05,2,2,0.12,0.8,0.08,0.0,0.0,0.5769509022732715,2,0.03666666666666667,0.9433333333333334,0.02,0.0,0.0,0.5722623538179212,1.3114662825594563
1175,1725,Monmouth College,2,6,1,2,4,8682.6357,0,1255,33200.0,0,0.582697201,6770.0,1095.0,11179.0,0.35690001,,10601289,0.008419083,0.049579047,0.021515435,12.844036000000001,23.394495000000003,0.0,4.5871558,0.0,19.266056,39.908257,0.0,45559.038662486935,-0.06937191799999999,1.0926403395833333,-0.34935724208333335,0.7432830975,33200.0,0,0.8923795800000001,0.8217294279262574,0.35690001,0.9870418415068077,Good,4,4,4,0.00520700716311379,0.1142360264231379,0.3994399173962947,0.45210460340579167,0.029012445611661834,3,3,0.0,0.0,0.52,0.48,0.0,1.0653585039478741,4,0.0,0.011111111111111112,0.18222222222222223,0.8033333333333333,0.0033333333333333335,1.0616112084368337,0.3291085360190763
1176,2616,Monmouth University,2,6,1,1,4,7205.1689,0,4607,32310.0,0,0.608050847,8286.0,1050.0,15210.0,0.2209,,45014967,0.021220792000000002,0.052455891,0.043633763,6.1790667,29.760403000000004,2.3959646,1.1349306000000001,10.340479,7.1878939,43.001259000000005,0.0,44897.95918367347,-0.013074598000000028,1.2869770408333334,-0.3402414112916667,0.9467356295416667,32310.0,0,1.09031207,0.8217294279262574,0.2209,1.1064427206726508,Good,4,4,4,0.0005939343670758791,0.0431807511058014,0.36217110858621465,0.4340778469542211,0.15997635898668702,4,4,0.0,0.0,0.2,0.56,0.24,1.2305049245306645,4,0.0,0.0033333333333333335,0.06777777777777778,0.8455555555555555,0.08333333333333333,1.2399469825434728,0.39832158490663366
1177,4799,Monroe College,3,10,1,1,5,5495.9878,0,6794,13740.0,0,0.966981132,5274.0,,10255.0,0.5596,,37243979,0.023324477000000003,0.43046945,0.42604074,0.0,89.959839,0.0,0.0,0.0,10.04016,0.0,0.0,19086.219602063375,0.519480717,0.5017192937916667,-0.8017259120833333,-0.30000661829166664,13740.0,0,0.07946144499999999,0.8217294279262574,0.5596,0.7705608980861332,Below Average,2,4,4,0.1994750429414926,0.029862039780842772,0.21970035208250274,0.5147277945982686,0.036234770596893374,2,2,0.12,0.4,0.4,0.08,0.0,0.5848514959348609,2,0.1922222222222222,0.36,0.2544444444444444,0.11666666666666667,0.07666666666666666,0.7464940039419294,0.3651523244480835
1178,2872,Monroe Community College,1,9,2,1,999,3313.2222,0,16458,4150.0,1,0.218818917,6212.0,,5243.0,,,55341505,0.032647733,0.12458374,0.046098597000000005,1.9548218999999998,17.463076,8.8184185,39.921806,11.424849,11.033883,3.3883579,5.9947872,25350.03684598379,-0.15403506,0.5639659941666666,-0.5237569845833333,0.04020900958333329,4150.0,0,0.693869447,0.8217294279262574,0.17281065932041698,0.6442493674257544,Below Average,2,2,2,0.03267872648704122,0.5872556551502726,0.3767292915816451,0.0027669929798011194,0.0005693338012401145,2,2,0.04,0.64,0.32,0.0,0.0,0.59456796773466,2,0.023333333333333334,0.6333333333333333,0.33444444444444443,0.008888888888888889,0.0,0.6549879335679405,1.3589542028112447
1179,2294,Monroe County Community College,1,9,2,2,999,3413.176,0,3777,5680.0,1,0.12468193400000001,8794.0,,3548.0,,1193.9998,14746761,0.006188467,0.013783403999999999,0.012939522,0.26385224,22.163588,15.039577,45.91029,0.52770448,8.1794195,0.52770448,7.3878632,40537.51399776036,-0.31074574999999993,0.5976517679166666,-0.5518875920833334,0.045764175833333254,5680.0,0,0.8182889524999999,0.8217294279262574,0.24472831736631,0.6957525404484814,Below Average,2,2,2,0.027795254633932228,0.716389598875407,0.25130125689954014,0.002396818439817178,0.002117071151303538,2,2,0.24,0.64,0.12,0.0,0.0,0.6142458299759904,2,0.08777777777777777,0.6388888888888888,0.26,0.01,0.0033333333333333335,0.620546931179122,1.0522038167546948
1180,2530,Montana State University - Billings,1,5,1,4,5,4752.1187,0,4465,5780.0,1,0.488706366,6190.0,,10982.0,,3.2640168999999997,23011874,0.008992805999999999,0.005095923,0.024880096,6.994329,25.330811999999998,1.3232514,15.500945000000002,0.0,5.8601136,44.990547,0.0,33557.692307692305,0.002188559999999992,0.6729152066666667,-0.5428226354166666,0.13009257125000007,5780.0,0,0.5387273655,0.8217294279262574,0.3501513750137497,0.7182491606376142,Below Average,2,3,3,0.006976625661133494,0.30558559804350033,0.5272537580312038,0.15963785874028788,0.0005461595238744616,3,3,0.0,0.32,0.64,0.04,0.0,0.7173426202945367,2,0.0033333333333333335,0.7388888888888889,0.20333333333333334,0.05444444444444444,0.0,0.7124801442521597,1.1642131603229529
1181,2533,Montana State University - Northern,1,5,1,4,5,6541.5703,0,1250,5266.0,1,0.312977099,5164.0,955.0,12843.0,0.0,107.69708999999999,8512769,0.006479482,0.007199424,0.007919367,1.0526316,12.982455999999999,22.456141,2.4561403,0.3508772,25.964910999999997,20.350876,14.385964999999999,36346.153846153844,0.20326847000000003,0.8656803970833333,-0.5457945775,0.3198858195833333,5266.0,0,0.4129431915,0.8217294279262574,0.0,0.6931562598312786,Medium,3,3,3,0.04391136043537732,0.18483317577493447,0.6168868824960303,0.15357052229168683,0.0007980590019712778,3,3,0.0,0.32,0.64,0.04,0.0,0.8352321492035749,3,0.01888888888888889,0.16555555555555557,0.7522222222222222,0.06222222222222222,0.0011111111111111111,0.727942023330053,1.643905045733637
1182,2532,Montana State University Bozeman,1,5,1,4,3,6030.2681,0,13174,6800.0,1,0.494060475,8068.0,1135.0,13215.0,0.1551,5775.3198,79949893,0.0068958909999999995,0.003447946,0.011972033,12.324766,18.224298,6.4252338,0.11682243,0.0,43.574768,19.334112,0.0,42500.0,-0.055842854000000025,0.8886163145833332,-0.4100831622916667,0.47853315229166654,6800.0,0,0.8445199750000001,0.8217294279262574,0.1551,0.9816928056288189,Medium,3,3,3,0.0013035081061945513,0.133902762569421,0.5673134953428436,0.27847672564131903,0.019003508340221745,3,4,0.0,0.08,0.4,0.52,0.0,0.9360210308365731,3,0.0,0.03777777777777778,0.79,0.1511111111111111,0.021111111111111112,0.996205784963154,1.3067886979166665
1183,2531,Montana Tech Of The University Of Montana,1,5,1,4,4,9022.0527,0,2757,5587.6519,1,0.501872659,6403.3423,1125.0,8855.6016,0.1109,8873.0361,17935381,0.005563749000000001,0.00274906,0.01145417,2.2284122,20.891365,16.991644,4.1782732000000005,0.0,47.35376,0.0,8.356546400000001,50480.76923076923,0.20561294000000008,1.0404218299999999,-0.33257932925,0.7078425007499999,5587.6519,1,0.5565853185,0.8217294279262574,0.1109,0.8814902257316799,Good,4,3,3,0.038284886709173946,0.09552083696235648,0.5166524227811657,0.3322552964140203,0.017286557133283552,3,3,0.0,0.24,0.4,0.32,0.04,0.9708694441324841,4,0.0,0.11777777777777777,0.14,0.7177777777777777,0.024444444444444446,0.9607484541949155,1.862001872378628
1184,2295,Montcalm Community College,1,9,2,2,999,3498.5098,0,1944,5820.0,1,0.102189781,8060.0,,5325.0,,2358.8342,7166651,0.005825243000000001,0.000647249,0.014239483,0.0,21.904761999999998,30.476190999999996,34.285713,8.0952377,0.0,0.0,5.2380953,28891.37737961926,-0.17373798999999995,0.43361613433333335,-0.6495564433333334,-0.21594030900000005,5820.0,0,0.45125130399999996,0.8217294279262574,0.22041738069187541,0.5108455792522875,Worst,1,2,2,0.21975650918626208,0.6351692438854428,0.14390960136433106,0.0008809513764937943,0.0002836941874703484,2,2,0.2,0.8,0.0,0.0,0.0,0.4695666963031022,1,0.8055555555555556,0.16444444444444445,0.03,0.0,0.0,0.4869849563177851,0.7450449043528063
1185,2617,Montclair State University,1,5,1,1,4,7148.8882,0,15431,11540.0,1,0.6339458410000001,9661.0,975.0,16701.0,0.3468,,124574000,0.04878288099999999,0.11111111,0.15675305,18.603319,26.731540999999996,1.2020607,2.8048081000000002,0.0,13.222667999999999,37.435604,0.0,43102.04081632653,0.130582879,1.1768259891666668,-0.34568516479166667,0.8311408243750001,11540.0,0,0.8451941550000001,0.8217294279262574,0.3468,1.1006350055774157,Good,4,4,3,0.0001274879993096536,0.06521885376524271,0.4270565749198033,0.42277816168123955,0.08481892163440499,4,3,0.0,0.0,0.56,0.4,0.04,1.1677351763425434,4,0.0022222222222222222,0.0011111111111111111,0.05555555555555555,0.9144444444444444,0.02666666666666667,1.1565741215945395,1.0197798866262278
1186,1242,Monterey Peninsula College,1,9,2,4,999,1866.8425,0,9519,1170.0,1,0.236842105,8022.0,,6074.0,,,18707358,0.10264303,0.051162299,0.1009447,25.938566,16.552902,11.433447,34.300339,2.559727,6.9965868,1.1945393,1.0238907,25162.220620043263,-0.10463391000000002,0.6030489520833334,-0.6850143308333333,-0.08196537874999987,1170.0,0,0.60239066,0.8217294279262574,0.32811688665146044,0.5853203363675779,Below Average,2,2,2,0.06267981239949139,0.6374221905700331,0.29835197222638604,0.0013569278516624437,0.00018909695242683389,2,2,0.0,0.76,0.24,0.0,0.0,0.6183710933123832,2,0.013333333333333334,0.8744444444444445,0.10777777777777778,0.0044444444444444444,0.0,0.6230521851662089,5.154264547720799
1187,6911,Montgomery College,1,9,2,3,999,3298.0259,0,26155,8910.0,1,0.16354723699999998,7929.0,,7417.0,,392.39816,107483976,0.14180566,0.23170674,0.10978349,5.6691451,27.323421000000003,11.617101,34.293678,5.483271599999999,10.408922,0.92936802,4.275093099999999,31835.49124143183,0.06397875000000006,0.8614296116666668,-0.5675534,0.2938762116666668,8910.0,0,0.6886713449999999,0.8217294279262574,0.33514793661562514,0.7274847885954207,Medium,3,2,2,0.05358378349609991,0.5847591526506996,0.354752652716352,0.004500743143334809,0.0024036679935136207,3,2,0.08,0.48,0.44,0.0,0.0,0.8063214801999082,3,0.014444444444444444,0.13333333333333333,0.8511111111111112,0.0011111111111111111,0.0,0.6972928608307812,0.9668121343060234
1188,8087,Montgomery Community College,1,9,2,3,999,5222.2129,0,884,2409.0,1,0.333333333,4596.0,,5641.0,,1318.4421,4184692,0.014836796000000001,0.2106825,0.016320473999999998,0.0,31.851852,26.666665999999996,2.9629629,3.7037036,19.25926,0.0,15.555554999999998,27765.957446808512,0.02679493900000001,0.3097676263333333,-0.5415932833333333,-0.23182565700000002,2409.0,0,0.30217563,0.8217294279262574,0.34906712017750285,0.4959867027211781,Worst,1,1,1,0.5679570516480922,0.3599063328501166,0.06971351424206576,0.0018699412783191446,0.0005531599814063101,1,1,0.64,0.36,0.0,0.0,0.0,0.34528488787442113,1,0.96,0.03777777777777778,0.0022222222222222222,0.0,0.0,0.3470871247102791,1.285876406531064
1189,4452,Montgomery County Community College,1,9,2,1,999,2809.9199,0,13122,8910.0,1,0.160897123,6427.0,,6501.0,,,37732821,0.067585744,0.081259809,0.020174848000000002,4.0428061,27.586208000000003,11.058264,33.769321000000005,2.7348394,7.728894199999999,12.366230999999999,0.71343637,37525.35496957404,-0.257162193,0.68630687875,-0.5547167345833334,0.1315901441666666,8910.0,0,0.8099619,0.8217294279262574,0.3300365629037504,0.7263233454502183,Below Average,2,2,2,0.016749089434982097,0.6599612096933272,0.31797827802613043,0.0031191862022247867,0.002192236643335528,2,2,0.12,0.52,0.36,0.0,0.0,0.692197023203935,2,0.006666666666666667,0.7822222222222223,0.21,0.0,0.0011111111111111111,0.6938792815652851,0.7702658571829405
1190,1727,Moody Bible Institute,2,8,1,2,999,6214.2773,0,3103,11748.0,0,0.843406593,5639.0,,18479.0,0.3145,,19284134,0.030139104,0.015455951,0.039412674,3.7037036,0.0,0.0,0.33670035,80.134682,0.0,10.774411,5.0505052,36050.15673981191,-0.342111288,0.6882048562499999,-0.6873990108333333,0.0008058454166666174,11748.0,0,0.727182875,0.8217294279262574,0.3145,0.7092267541724581,Below Average,2,2,3,0.172328082459512,0.35068031132371685,0.43107940255297367,0.0347509069225866,0.011161296741210771,2,2,0.24,0.32,0.28,0.12,0.04,0.6996596635827573,2,0.07222222222222222,0.8111111111111111,0.08888888888888889,0.024444444444444446,0.0033333333333333335,0.7063404725669757,0.5858059722931562
1191,12272,Moore Norman Technology Center School District No. 17,1,9,2,3,999,8050.8594,0,1165,,1,0.559602649,6917.382126221801,,1887.0,0.34959999,,4732705,0.019138755,0.057416268,0.043062203,0.0,25.118484,33.649288,0.0,0.0,0.0,0.0,41.232227,32690.12485811578,-0.13100637,0.5247653808333334,-0.7801621912500001,-0.25539681041666673,13664.631666666666,1,0.4828377595,0.8217294279262574,0.34959999,0.6594676971789064,Below Average,2,1,1,0.6722601898457549,0.23890147659972455,0.02102868887607899,0.04076521039067511,0.027044434287766397,2,1,0.56,0.44,0.0,0.0,0.0,0.5389156510237954,2,0.09777777777777778,0.8377777777777777,0.06,0.0044444444444444444,0.0,0.5365365143617492,0.384031852181892
1192,9256,Moraine Park Technical College,1,9,2,2,999,4509.0845,0,6613,4151.0,1,0.34976525799999997,7711.0,,8954.0,,3.1064875,27229088,0.003612195,0.035832971,0.011703511000000002,0.0,22.365339000000002,32.669788,0.11709602,1.5222483,15.807962,0.46838409,27.049179,37787.05636743215,-0.08717132700000002,0.58765952225,-0.36646814237499997,0.22119137987499998,4151.0,1,0.6081399205,0.8217294279262574,0.23475808778791685,0.7052238625526133,Below Average,2,2,2,0.17549335707792277,0.6284773462215582,0.15087071780941283,0.01521939418982385,0.029939184701282387,2,2,0.32,0.52,0.16,0.0,0.0,0.592040430279077,2,0.06888888888888889,0.8777777777777778,0.05333333333333334,0.0,0.0,0.5924131159912905,1.4157059076126233
1193,7692,Moraine Valley Community College,1,9,2,2,999,2567.3386,0,16106,8766.0,1,0.204761905,6264.0,,3368.0,,903.5694599999999,40073969,0.015263645,0.05504163,0.069919825,0.32206118,17.471819,11.513687,57.004833,4.8309178,3.5426731,0.72463769,4.5893717,42946.70846394984,-0.22122132399999994,0.7434780587500001,-0.5374163504166667,0.20606170833333337,8766.0,0,0.8155657199999999,0.8217294279262574,0.3196445843316672,0.664355757700581,Medium,3,2,2,0.03042358423233548,0.7058219797608722,0.25947582732488705,0.0039052224430675252,0.0003733862388376756,2,2,0.12,0.68,0.2,0.0,0.0,0.7256033385413938,3,0.0077777777777777776,0.19333333333333333,0.7966666666666666,0.0022222222222222222,0.0,0.6949360871795656,0.848138328485056
1194,3301,Moravian College,2,6,1,1,4,8994.0967,0,1553,37572.0,0,0.740648379,5630.0,1020.0,17176.0,0.2005,,17361882,0.011607661000000002,0.016250726,0.02495647,23.255814,17.441860000000002,0.0,1.4534883,0.0,18.604651999999998,39.244186,0.0,58215.010141987834,0.036158861999999924,1.18921784775,-0.24381336316666669,0.9454044845833333,37572.0,0,0.97545402,0.8217294279262574,0.2005,1.0458200351797546,Good,4,4,4,0.0021253833098692676,0.054706921989475826,0.3382607950439739,0.5701542181939001,0.034752681462780925,4,4,0.0,0.0,0.24,0.76,0.0,1.1433336458589236,4,0.0011111111111111111,0.0077777777777777776,0.12555555555555556,0.8466666666666667,0.01888888888888889,1.0883619271674168,0.3165170466703928
1195,1976,Morehead State University,1,5,1,3,4,4257.6841,0,10076,7866.0,1,0.4604811,6527.0,997.5,8774.0,0.1551,975.9664300000001,49137461,0.003408923,0.036757078,0.004446421,6.2330623,19.060523999999997,8.2204151,10.749774,7.6784105,11.111111,36.946705,0.0,39978.213507625274,0.08099210000000001,0.6016858058333334,-0.5031803664583333,0.09850543937500011,7866.0,0,0.5245768495,0.8217294279262574,0.1551,0.7293492449944478,Below Average,2,3,3,0.007159033341027246,0.23896752609466396,0.5852772114177976,0.16787799111175633,0.0007182380347548201,3,3,0.0,0.16,0.84,0.0,0.0,0.6576474984459686,3,0.0044444444444444444,0.32222222222222224,0.6533333333333333,0.02,0.0,0.655969179966482,0.7649196616238665
1196,1582,Morehouse College,2,6,1,3,4,9449.9795,1,2170,26090.0,0,0.538338658,6903.0,1000.0,28302.0,0.33160001,,20173491,0.0013468010000000001,0.93265992,0.0026936029999999997,12.5,28.373015999999996,0.0,3.7698412000000006,0.0,30.753967,24.603174,0.0,57675.43859649123,0.031021208999999994,1.1318424541666667,-0.43774816812500006,0.6940942860416667,26090.0,0,0.8275765749999999,0.8217294279262574,0.33160001,0.9637063111785575,Good,4,4,4,0.03982286963892561,0.19237444018725713,0.3142602833854185,0.43997813708013944,0.013564269708259226,2,2,0.04,0.44,0.32,0.2,0.0,1.0561998003677524,4,0.0077777777777777776,0.08333333333333333,0.21222222222222223,0.6922222222222222,0.0044444444444444444,1.0667962281902992,0.433822328158937
1197,1879,Morningside College,2,6,1,2,4,3852.761,0,1305,27180.0,0,0.579861111,6371.0,1000.0,15565.0,0.46630001,,8516059,0.010330578,0.027892562000000003,0.018595042,9.3596058,26.600984999999998,5.4187193,3.9408866999999996,7.3891625,11.33005,35.96059,0.0,44989.10675381264,0.18241057399999996,0.9516286308333333,-0.362721487875,0.5889071429583332,27180.0,0,0.570682613,0.8217294279262574,0.46630001,0.8392988722482743,Medium,3,3,3,0.01662919160871075,0.2672447889223697,0.5291189766435194,0.18071064838567288,0.006296394439727247,3,3,0.0,0.08,0.72,0.2,0.0,0.8899407019877741,3,0.012222222222222223,0.06777777777777778,0.8811111111111111,0.03777777777777778,0.0011111111111111111,0.8992554402870965,0.3501209090630365
1198,1728,Morton College,1,9,2,2,999,2531.6382,0,4886,7604.0,1,0.150406504,8499.0,,4795.0,,,12544714,0.018589025,0.015005599,0.64524078,0.0,29.807692,21.153847,42.30769,2.8846154,1.6025641000000002,0.0,2.2435899,34378.265412748166,0.232360442,0.62489404,-0.5844103229166666,0.040483717083333426,7604.0,0,0.32003154349999996,0.8217294279262574,0.28870603220166713,0.714046255779987,Below Average,2,2,2,0.04955005193152353,0.7768995850186569,0.14469293018763343,0.026868509170556304,0.0019889236916298615,2,2,0.04,0.72,0.24,0.0,0.0,0.6071431438420906,2,0.07666666666666666,0.8333333333333334,0.08888888888888889,0.0011111111111111111,0.0,0.5875640044314743,0.82179647553919
1199,6836,Motlow State Community College,1,9,2,3,999,2907.9087,0,4900,3804.0,1,0.164164164,5050.0,,6320.0,0.57740003,895.71057,12379063,0.009906935,0.063344344,0.0066046230000000004,0.0,11.641791,5.6716418,75.223877,0.0,5.0746269,0.0,2.3880596,35195.530726256984,-0.05149128999999997,0.5680678995833333,-0.5807048804166667,-0.012636980833333422,3804.0,0,0.5007481734999999,0.8217294279262574,0.57740003,0.4704875098680738,Below Average,2,2,2,0.150351865810896,0.6623496714234154,0.186904103921251,0.0003832552959340221,1.1103548503676252e-05,2,2,0.24,0.68,0.08,0.0,0.0,0.5680545069384142,2,0.06777777777777778,0.88,0.052222222222222225,0.0,0.0,0.5725314018751242,1.4933435846039256
1200,5255,Moultrie Technical College,1,9,2,3,999,3554.1426,0,2058,2602.0,1,0.399328859,4229.0,,5120.0,,,7633321,0.0021802329999999997,0.32194766,0.013081395,0.0,38.943893,33.663368,0.0,0.0,0.0,0.0,27.392738,20065.78947368421,0.15240262600000007,0.2556170779583333,-0.67408913275,-0.4184720547916667,2602.0,1,0.166930426,0.8217294279262574,0.3081937836500029,0.38167233289245683,Worst,1,1,1,0.6819038826573304,0.26677533555865485,0.04791512745879161,0.003210161696117138,0.00019549262910615364,1,1,0.88,0.12,0.0,0.0,0.0,0.29334383520542096,1,0.97,0.025555555555555557,0.0044444444444444444,0.0,0.0,0.3453096311441949,0.9823869252818344
1201,3302,Mount Aloysius College,2,6,1,1,5,4823.1904,0,1781,20790.0,0,0.353233831,6238.0,925.0,17218.0,0.31240001,,8170147,0.00462606,0.033924442,0.01464919,0.0,6.198347099999999,57.851238,15.289254999999999,5.7851238,0.0,14.876033999999999,0.0,43306.28803245436,0.36758047400000005,0.8497059362500001,-0.43535505825,0.41435087800000014,20790.0,0,0.42704202950000003,0.8217294279262574,0.31240001,0.744296403965995,Medium,3,3,3,0.05970712818073589,0.24001740151595602,0.6304800439974947,0.06795952675601961,0.001835899549793632,3,3,0.04,0.16,0.48,0.32,0.0,0.7823143952630978,3,0.025555555555555557,0.10666666666666667,0.8322222222222222,0.034444444444444444,0.0011111111111111111,0.7979821135360226,0.4087089640452141
1202,2192,Mount Holyoke College,2,4,1,1,2,17656.627,0,2183,42656.0,0,0.81871345,9715.0,,13169.0,0.53189999,,40770028,0.090556897,0.046004843,0.044552058,21.443298000000002,0.0,0.0,12.989691,0.0,27.010307,38.556702,0.0,39088.1913303438,-0.08343996399999995,1.2394924608333333,-0.35144526316666663,0.8880471976666666,42656.0,0,1.117314035,0.8217294279262574,0.53189999,1.2953562750512908,Good,4,5,5,0.0004294332360363986,0.010202696667665991,0.09676466555532942,0.364983481313889,0.5276197232270792,4,4,0.0,0.04,0.04,0.56,0.36,1.2500408979651583,4,0.0,0.0033333333333333335,0.022222222222222223,0.85,0.12444444444444444,1.2561550696666544,0.2905786901803576
1203,3204,Mount Hood Community College,1,9,2,4,999,3245.76,0,9393,4751.0,1,0.17659883699999998,7774.0,,10123.0,,284.03997999999996,32173000,0.066736795,0.02372604,0.042893875,2.0833333,12.239583999999999,14.0625,43.489582,0.0,12.760417,0.0,15.364582999999998,26371.951219512197,-0.19110980199999997,0.6437602333333333,-0.6130198695833333,0.03074036375,4751.0,0,0.6413367674999999,0.8217294279262574,0.3165250152477974,0.6444542014076968,Below Average,2,2,2,0.07345883052987169,0.7005069909213084,0.22298450838549294,0.0022998396993869664,0.0007498304639399072,2,2,0.04,0.8,0.16,0.0,0.0,0.6363294231301797,2,0.03222222222222222,0.9011111111111111,0.06444444444444444,0.0022222222222222222,0.0,0.6389109884876493,1.3549994387146564
1204,2193,Mount Ida College,2,6,1,1,5,6538.1167,0,1268,30447.0,0,0.39240506299999994,6336.0,885.0,24607.0,0.3935,,9528885,0.061872910999999996,0.12625419,0.057692308,12.531969,25.063938,20.204603,4.8593349,7.9283886,7.9283886,8.4398975,13.043478,26980.568011958145,-0.023530820000000063,0.6489467129166666,-0.6474428425000001,0.0015038704166665529,30447.0,0,0.62128348,0.8217294279262574,0.3935,0.9025380272559707,Below Average,2,3,3,0.03424145654953877,0.10956787238022755,0.7009232203447975,0.14079286542710076,0.014474585298335318,3,3,0.0,0.16,0.72,0.08,0.04,0.741629812653204,3,0.006666666666666667,0.1322222222222222,0.5344444444444445,0.29555555555555557,0.03111111111111111,0.8753311823462869,0.21313978812909865
